sku,qty,is_in_stock
240018,0.0000,1
240019,0.0000,1
240020,0.0000,1
240021,0.0000,1
240022,0.0000,1
240023,0.0000,1
240024,0.0000,1
240025,0.0000,1
240026,0.0000,1
240027,0.0000,1
240028,0.0000,1
240029,0.0000,1
240030,0.0000,1
240031,0.0000,1
240032,0.0000,0
240033,0.0000,0
240034,0.0000,0
240035,0.0000,0
240036,0.0000,0
240037,0.0000,0
240038,0.0000,0
240039,0.0000,0
240040,0.0000,1
240041,0.0000,1
240042,0.0000,1
240043,0.0000,1
240044,0.0000,1
240045,0.0000,0
240046,0.0000,0
240047,0.0000,0
240048,0.0000,1
240049,0.0000,1
240050,0.0000,0
240051,0.0000,0
240057,0.0000,1
240062,0.0000,0
240063,0.0000,0
240064,0.0000,0
240065,0.0000,0
240066,0.0000,0
240067,0.0000,0
240068,0.0000,0
240069,0.0000,0
240070,0.0000,0
240071,0.0000,1
240072,0.0000,0
240073,0.0000,1
240074,0.0000,1
240086,0.0000,0
240157,0.0000,0
240158,0.0000,0
240159,0.0000,0
240208,0.0000,0
240231,0.0000,0
240232,0.0000,0
240233,0.0000,0
240234,0.0000,0
240235,0.0000,0
240236,0.0000,0
240237,0.0000,1
240238,0.0000,0
240239,0.0000,0
240240,0.0000,0
240241,0.0000,0
240242,0.0000,0
240243,0.0000,0
240244,0.0000,1
240269,0.0000,1
240282,0.0000,1
240295,0.0000,1
240298,0.0000,0
240299,0.0000,0
240300,0.0000,0
240301,0.0000,0
240302,0.0000,0
240305,0.0000,0
240306,0.0000,0
240307,0.0000,0
240308,0.0000,0
240309,0.0000,1
240312,0.0000,0
240313,0.0000,0
240314,0.0000,0
240315,0.0000,0
240316,0.0000,1
240317,0.0000,0
240318,0.0000,0
240319,0.0000,0
240320,0.0000,0
240321,0.0000,0
240322,0.0000,0
240323,0.0000,1
240327,0.0000,0
240328,0.0000,0
240331,0.0000,0
240362,0.0000,0
240363,0.0000,0
240364,0.0000,1
240388,0.0000,0
240394,0.0000,0
240397,0.0000,0
240399,0.0000,0
240421,0.0000,0
240422,0.0000,0
240425,0.0000,0
240433,0.0000,0
240434,0.0000,0
240435,0.0000,0
240436,0.0000,0
240437,0.0000,0
240439,0.0000,0
240441,0.0000,0
240442,0.0000,0
240443,0.0000,0
240455,0.0000,0
240468,0.0000,0
240469,0.0000,0
240470,0.0000,0
240471,0.0000,0
240477,0.0000,0
240483,0.0000,0
240484,0.0000,0
240485,0.0000,0
240493,0.0000,0
240494,0.0000,0
240507,0.0000,0
240508,0.0000,0
240517,0.0000,0
240518,0.0000,0
240535,0.0000,0
240576,0.0000,0
240577,0.0000,0
240578,0.0000,0
240579,0.0000,1
240580,0.0000,1
240593,0.0000,0
240594,0.0000,0
240595,0.0000,1
240596,0.0000,1
240597,0.0000,1
240598,0.0000,1
240633,0.0000,1
240653,0.0000,0
240670,0.0000,0
240671,0.0000,0
240672,0.0000,1
240785,0.0000,0
240802,0.0000,1
240835,0.0000,1
240837,0.0000,0
240838,0.0000,0
240839,0.0000,1
240840,0.0000,1
240841,0.0000,1
240842,0.0000,1
240843,0.0000,1
240845,0.0000,1
240846,0.0000,1
240847,0.0000,1
240848,0.0000,0
240849,0.0000,0
240850,0.0000,0
240851,0.0000,1
240852,0.0000,1
240853,0.0000,1
240854,0.0000,1
240857,0.0000,0
240858,0.0000,1
240859,0.0000,1
240860,0.0000,1
240862,0.0000,1
240863,0.0000,1
240866,0.0000,1
240871,0.0000,0
240872,0.0000,0
240873,0.0000,1
240875,0.0000,1
240876,0.0000,1
240878,0.0000,1
240879,0.0000,1
240881,0.0000,1
240883,0.0000,1
240918,0.0000,0
240919,0.0000,0
240920,0.0000,1
240921,0.0000,1
240939,0.0000,0
240940,0.0000,1
240941,0.0000,1
240950,0.0000,1
240951,0.0000,1
240952,0.0000,1
240969,0.0000,1
240970,0.0000,1
240973,0.0000,1
240974,0.0000,0
240983,0.0000,1
240984,0.0000,1
240985,0.0000,1
240990,0.0000,1
240991,0.0000,1
241004,0.0000,1
241005,0.0000,1
241006,0.0000,1
241008,0.0000,1
241009,0.0000,1
241011,0.0000,1
241023,0.0000,0
241024,0.0000,1
241025,0.0000,1
241026,0.0000,1
241027,0.0000,1
241028,0.0000,1
241029,0.0000,1
241030,0.0000,1
241031,0.0000,1
241050,0.0000,1
241051,0.0000,1
241052,0.0000,1
241057,0.0000,1
241108,0.0000,1
241123,0.0000,1
241151,0.0000,1
241152,0.0000,1
241155,0.0000,1
241157,0.0000,1
241158,0.0000,1
241161,0.0000,1
241200,0.0000,1
241213,0.0000,1
241220,0.0000,1
241234,0.0000,1
241236,0.0000,1
241283,0.0000,1
241284,0.0000,1
241683,0.0000,1
241684,0.0000,1
241696,0.0000,1
241697,0.0000,1
241702,0.0000,1
241703,0.0000,1
241708,0.0000,1
241709,0.0000,1
241714,0.0000,1
241715,0.0000,1
241716,0.0000,1
241717,0.0000,1
241718,0.0000,1
241719,0.0000,1
241720,0.0000,1
241721,0.0000,1
241722,0.0000,1
241723,0.0000,1
241724,0.0000,1
241725,0.0000,1
241726,0.0000,1
241727,0.0000,1
241728,0.0000,1
241729,0.0000,1
241730,0.0000,1
241731,0.0000,1
241732,0.0000,1
241733,0.0000,1
241734,0.0000,1
241735,0.0000,1
241738,0.0000,1
241739,0.0000,1
241740,0.0000,1
241741,0.0000,1
241742,0.0000,1
241743,0.0000,1
241744,0.0000,1
241745,0.0000,1
241746,0.0000,1
241747,0.0000,1
241748,0.0000,1
241749,0.0000,1
241750,0.0000,1
241751,0.0000,1
241752,0.0000,1
241753,0.0000,1
241754,0.0000,1
241755,0.0000,1
241756,0.0000,1
241757,0.0000,1
241758,0.0000,1
241759,0.0000,1
241762,0.0000,1
241763,0.0000,1
241764,0.0000,1
241765,0.0000,1
241766,0.0000,1
241769,0.0000,1
241770,0.0000,1
241771,0.0000,1
241772,0.0000,1
241773,0.0000,1
241774,0.0000,1
241787,0.0000,1
241788,0.0000,1
241789,0.0000,1
241790,0.0000,1
241791,0.0000,1
241792,0.0000,1
241793,0.0000,1
241794,0.0000,1
241795,0.0000,1
241796,0.0000,1
241797,0.0000,1
241798,0.0000,1
241805,0.0000,1
241806,0.0000,1
241807,0.0000,1
241808,0.0000,1
241809,0.0000,1
241810,0.0000,1
241811,0.0000,1
241812,0.0000,1
241813,0.0000,1
241814,0.0000,1
241815,0.0000,1
241816,0.0000,1
241831,0.0000,1
241832,0.0000,1
241833,0.0000,1
241834,0.0000,1
241835,0.0000,1
241836,0.0000,1
241843,0.0000,1
241844,0.0000,1
241845,0.0000,1
241846,0.0000,1
241847,0.0000,1
241848,0.0000,1
241849,0.0000,1
241850,0.0000,1
241851,0.0000,1
241852,0.0000,1
241853,0.0000,1
241854,0.0000,1
241855,0.0000,1
241856,0.0000,1
241857,0.0000,1
241858,0.0000,1
241859,0.0000,1
241860,0.0000,1
241867,0.0000,1
241868,0.0000,1
241869,0.0000,1
241870,0.0000,1
241871,0.0000,1
241872,0.0000,1
241873,0.0000,1
241874,0.0000,1
241875,0.0000,1
241876,0.0000,1
241877,0.0000,1
241878,0.0000,1
241879,0.0000,1
241880,0.0000,1
241881,0.0000,1
241882,0.0000,1
241883,0.0000,1
241889,0.0000,1
241890,0.0000,1
241891,0.0000,1
241892,0.0000,1
241893,0.0000,1
241894,0.0000,1
241895,0.0000,1
241896,0.0000,1
241897,0.0000,1
241898,0.0000,1
241899,0.0000,1
241900,0.0000,1
241901,0.0000,1
241902,0.0000,1
241903,0.0000,1
241909,0.0000,1
241910,0.0000,1
241911,0.0000,1
241912,0.0000,1
241913,0.0000,1
241914,0.0000,1
241915,0.0000,1
241916,0.0000,1
241917,0.0000,1
241918,0.0000,1
241919,0.0000,1
241920,0.0000,1
241921,0.0000,1
241922,0.0000,1
241923,0.0000,1
241924,0.0000,1
241925,0.0000,1
241926,0.0000,1
241927,0.0000,1
241928,0.0000,1
241929,0.0000,1
241930,0.0000,1
241931,0.0000,1
241932,0.0000,1
241933,0.0000,1
241935,0.0000,1
241936,0.0000,1
241937,0.0000,1
241938,0.0000,1
241939,0.0000,1
241940,0.0000,1
241941,0.0000,1
241942,0.0000,1
241943,0.0000,1
241944,0.0000,1
241945,0.0000,1
241946,0.0000,1
241947,0.0000,1
241948,0.0000,1
241949,0.0000,1
241950,0.0000,1
241951,0.0000,1
241952,0.0000,1
241953,0.0000,1
241954,0.0000,1
241955,0.0000,1
241956,0.0000,1
241957,0.0000,1
241958,0.0000,1
241959,0.0000,1
241960,0.0000,1
241961,0.0000,1
241962,0.0000,1
241963,0.0000,1
241964,0.0000,1
241965,0.0000,1
241966,0.0000,1
241967,0.0000,1
241968,0.0000,1
241969,0.0000,1
241970,0.0000,1
241971,0.0000,1
241972,0.0000,1
241973,0.0000,1
241974,0.0000,1
241975,0.0000,1
241976,0.0000,1
241977,0.0000,1
241978,0.0000,1
241985,0.0000,1
241986,0.0000,1
241987,0.0000,1
241988,0.0000,1
241989,0.0000,1
241990,0.0000,1
241991,0.0000,1
241992,0.0000,1
241993,0.0000,1
241994,0.0000,1
241995,0.0000,1
241996,0.0000,1
241997,0.0000,1
241998,0.0000,1
241999,0.0000,1
242000,0.0000,1
242001,0.0000,1
242002,0.0000,1
242003,0.0000,1
242004,0.0000,1
242005,0.0000,1
242006,0.0000,1
242007,0.0000,1
242008,0.0000,1
242009,0.0000,1
242010,0.0000,1
242011,0.0000,1
242012,0.0000,1
242013,0.0000,1
242014,0.0000,1
242015,0.0000,1
242016,0.0000,1
242017,0.0000,1
242018,0.0000,1
242019,0.0000,1
242020,0.0000,1
242021,0.0000,1
242022,0.0000,1
242023,0.0000,1
242024,0.0000,1
242025,0.0000,1
242026,0.0000,1
242027,0.0000,1
242028,0.0000,1
242029,0.0000,1
242030,0.0000,1
242031,0.0000,1
242032,0.0000,1
242033,0.0000,1
242034,0.0000,1
242035,0.0000,1
242036,0.0000,1
242037,0.0000,1
242038,0.0000,1
242040,0.0000,1
242041,0.0000,1
242046,0.0000,1
242047,0.0000,1
242052,0.0000,1
242053,0.0000,1
242058,0.0000,1
242059,0.0000,1
242069,0.0000,1
242070,0.0000,1
242071,0.0000,1
242072,0.0000,1
242073,0.0000,1
242074,0.0000,1
242075,0.0000,1
242076,0.0000,1
242077,0.0000,1
242078,0.0000,1
242079,0.0000,1
242080,0.0000,1
242081,0.0000,1
242082,0.0000,1
242083,0.0000,1
242084,0.0000,1
242085,0.0000,1
242086,0.0000,1
242093,0.0000,1
242094,0.0000,1
242095,0.0000,1
242096,0.0000,1
242097,0.0000,1
242098,0.0000,1
242099,0.0000,1
242100,0.0000,1
242101,0.0000,1
242102,0.0000,1
242103,0.0000,1
242104,0.0000,1
242105,0.0000,1
242106,0.0000,1
242107,0.0000,1
242108,0.0000,1
242109,0.0000,1
242110,0.0000,1
242111,0.0000,1
242112,0.0000,1
242113,0.0000,1
242114,0.0000,1
242115,0.0000,1
242116,0.0000,1
242117,0.0000,1
242118,0.0000,1
242119,0.0000,1
242120,0.0000,1
242121,0.0000,1
242122,0.0000,1
242123,0.0000,1
242124,0.0000,1
242125,0.0000,1
242126,0.0000,1
242127,0.0000,1
242128,0.0000,1
242129,0.0000,1
242130,0.0000,1
242131,0.0000,1
242132,0.0000,1
242133,0.0000,1
242134,0.0000,1
242135,0.0000,1
242136,0.0000,1
242137,0.0000,1
242138,0.0000,1
242139,0.0000,1
242140,0.0000,1
242141,0.0000,1
242142,0.0000,1
242143,0.0000,1
242144,0.0000,1
242145,0.0000,1
242146,0.0000,1
242201,0.0000,1
242202,0.0000,1
242203,0.0000,1
242204,0.0000,1
242205,0.0000,1
242206,0.0000,1
242207,0.0000,1
242208,0.0000,1
242209,0.0000,1
242210,0.0000,1
242211,0.0000,1
242212,0.0000,1
242213,0.0000,1
242214,0.0000,1
242215,0.0000,1
242216,0.0000,1
242217,0.0000,1
242218,0.0000,1
242219,0.0000,1
242220,0.0000,1
242221,0.0000,1
242222,0.0000,1
242223,0.0000,1
242224,0.0000,1
242225,0.0000,1
242226,0.0000,1
242227,0.0000,1
242228,0.0000,1
242229,0.0000,1
242230,0.0000,1
242231,0.0000,1
242232,0.0000,1
242233,0.0000,1
242234,0.0000,1
242235,0.0000,1
242236,0.0000,1
242237,0.0000,1
242238,0.0000,1
242258,0.0000,1
242259,0.0000,1
242260,0.0000,1
242261,0.0000,1
242262,0.0000,1
242263,0.0000,1
242264,0.0000,1
242265,0.0000,1
242266,0.0000,1
242267,0.0000,1
242268,0.0000,1
242269,0.0000,1
242270,0.0000,1
242271,0.0000,1
242272,0.0000,1
242273,0.0000,1
242274,0.0000,1
242275,0.0000,1
242276,0.0000,1
242277,0.0000,1
242278,0.0000,1
242279,0.0000,1
242280,0.0000,1
242281,0.0000,1
242282,0.0000,1
242283,0.0000,1
242284,0.0000,1
242285,0.0000,1
242286,0.0000,1
242287,0.0000,1
242288,0.0000,1
242289,0.0000,1
242290,0.0000,1
242291,0.0000,1
242292,0.0000,1
242293,0.0000,1
242294,0.0000,1
242295,0.0000,1
242296,0.0000,1
242297,0.0000,1
242298,0.0000,1
242299,0.0000,1
242300,0.0000,1
242301,0.0000,1
242302,0.0000,1
242303,0.0000,1
242304,0.0000,1
242305,0.0000,1
242306,0.0000,1
242307,0.0000,1
242308,0.0000,1
242309,0.0000,1
242310,0.0000,1
242311,0.0000,1
242312,0.0000,1
242313,0.0000,1
242314,0.0000,1
242315,0.0000,1
242316,0.0000,1
242317,0.0000,1
242348,0.0000,1
242349,0.0000,1
242350,0.0000,1
242352,0.0000,1
242353,0.0000,1
242354,0.0000,1
242372,0.0000,1
242373,0.0000,1
242374,0.0000,1
242378,0.0000,1
242379,0.0000,1
242381,0.0000,1
242382,0.0000,1
242384,0.0000,1
242385,0.0000,1
242387,0.0000,1
242388,0.0000,1
242390,0.0000,1
242391,0.0000,1
242393,0.0000,1
242395,0.0000,1
242401,0.0000,0
242402,0.0000,1
242403,0.0000,1
242404,0.0000,1
242405,0.0000,1
242406,0.0000,1
242407,0.0000,1
242408,0.0000,1
242409,0.0000,1
242410,0.0000,1
242411,0.0000,1
242413,0.0000,1
242414,0.0000,1
242415,0.0000,1
242416,0.0000,1
242418,0.0000,1
242419,0.0000,1
242427,0.0000,1
242428,0.0000,1
242430,0.0000,1
242431,0.0000,1
242432,0.0000,1
242433,0.0000,1
242434,0.0000,1
242435,0.0000,1
242436,0.0000,1
242437,0.0000,1
242438,0.0000,1
242439,0.0000,1
242440,0.0000,1
242441,0.0000,1
242444,0.0000,1
242448,0.0000,1
242449,0.0000,1
242450,0.0000,1
242451,0.0000,1
242452,0.0000,1
242453,0.0000,1
242454,0.0000,1
242455,0.0000,1
242456,0.0000,1
242457,0.0000,1
242458,0.0000,1
242459,0.0000,1
242460,0.0000,1
242461,0.0000,1
242462,0.0000,1
242463,0.0000,1
242464,0.0000,1
242465,0.0000,1
242466,0.0000,1
242467,0.0000,1
242468,0.0000,1
242469,0.0000,1
242470,0.0000,1
242471,0.0000,1
242485,0.0000,1
242486,0.0000,1
242491,0.0000,1
242492,0.0000,1
242580,0.0000,1
242581,0.0000,1
242582,0.0000,1
242583,0.0000,1
242584,0.0000,1
242585,0.0000,1
242586,0.0000,1
242587,0.0000,1
242588,0.0000,1
242589,0.0000,1
242590,0.0000,1
242591,0.0000,1
242715,0.0000,1
242716,0.0000,1
242717,0.0000,1
242718,0.0000,1
242719,0.0000,1
242720,0.0000,1
242721,0.0000,1
242722,0.0000,1
242723,0.0000,1
242724,0.0000,1
242725,0.0000,1
242726,0.0000,1
242727,0.0000,1
242728,0.0000,1
242729,0.0000,1
242730,0.0000,1
242731,0.0000,1
242732,0.0000,1
242733,0.0000,1
242734,0.0000,1
242735,0.0000,1
242736,0.0000,1
242737,0.0000,1
242738,0.0000,1
242745,0.0000,1
242746,0.0000,1
242747,0.0000,1
242748,0.0000,1
242749,0.0000,1
242750,0.0000,1
242751,0.0000,1
242752,0.0000,1
242753,0.0000,1
242754,0.0000,1
242755,0.0000,1
242756,0.0000,1
242757,0.0000,1
242758,0.0000,1
242759,0.0000,1
242760,0.0000,1
242761,0.0000,1
242762,0.0000,1
242763,0.0000,1
242764,0.0000,1
242765,0.0000,1
242766,0.0000,1
242767,0.0000,1
242768,0.0000,1
242775,0.0000,1
242776,0.0000,1
242777,0.0000,1
242778,0.0000,1
242779,0.0000,1
242780,0.0000,1
242781,0.0000,1
242782,0.0000,1
242783,0.0000,1
242784,0.0000,1
242788,0.0000,1
242791,0.0000,1
242799,0.0000,1
242800,0.0000,1
242801,0.0000,1
242806,0.0000,1
242807,0.0000,1
242808,0.0000,1
242812,0.0000,1
242813,0.0000,1
242814,0.0000,1
242815,0.0000,1
242816,0.0000,1
242817,0.0000,1
242818,0.0000,1
242819,0.0000,1
242820,0.0000,1
242821,0.0000,1
242822,0.0000,1
242823,0.0000,1
242842,0.0000,1
242843,0.0000,1
242844,0.0000,1
242845,0.0000,1
242846,0.0000,1
242847,0.0000,1
242856,0.0000,1
242897,0.0000,1
242898,0.0000,1
242899,0.0000,1
242900,0.0000,1
242901,0.0000,1
242902,0.0000,1
242909,0.0000,1
242910,0.0000,1
242911,0.0000,1
242912,0.0000,1
242914,0.0000,1
242915,0.0000,1
242916,0.0000,1
242917,0.0000,1
242918,0.0000,1
242919,0.0000,1
242920,0.0000,1
242921,0.0000,1
242922,0.0000,1
242923,0.0000,1
242924,0.0000,1
242925,0.0000,1
242926,0.0000,1
242933,0.0000,1
242934,0.0000,1
242935,0.0000,1
242936,0.0000,1
242937,0.0000,1
242938,0.0000,1
242939,0.0000,1
242940,0.0000,1
242941,0.0000,1
242942,0.0000,1
242943,0.0000,1
242944,0.0000,1
242982,0.0000,1
242984,0.0000,1
242987,0.0000,1
242988,0.0000,1
242991,0.0000,1
242992,84.0000,1
242993,0.0000,1
242994,0.0000,1
242995,10.0000,1
242996,0.0000,1
242998,0.0000,1
242999,0.0000,1
243002,0.0000,1
243003,0.0000,1
243004,0.0000,1
243005,0.0000,1
243006,0.0000,1
243009,0.0000,1
243010,0.0000,1
243011,0.0000,1
243012,18.0000,1
243014,0.0000,1
243015,34.0000,1
243016,21.0000,1
243018,0.0000,1
243019,2.0000,1
243020,5.0000,1
243021,2.0000,1
243023,0.0000,1
243024,0.0000,1
243025,0.0000,1
243026,51.0000,1
243028,1.0000,1
243029,0.0000,1
243042,0.0000,1
243043,0.0000,1
243045,0.0000,1
243046,0.0000,1
243047,0.0000,1
243048,0.0000,1
243050,0.0000,1
243052,0.0000,1
243053,0.0000,1
243055,0.0000,1
243056,0.0000,1
243057,0.0000,1
243059,0.0000,1
243061,0.0000,1
243063,0.0000,1
243065,0.0000,1
243067,0.0000,1
243068,0.0000,1
243069,0.0000,1
243071,0.0000,1
243073,0.0000,1
243074,0.0000,1
243075,0.0000,1
243077,0.0000,1
243079,0.0000,1
243080,0.0000,1
243081,0.0000,1
243082,0.0000,1
243083,0.0000,1
243084,0.0000,1
243085,0.0000,1
243086,0.0000,1
243088,0.0000,1
243089,0.0000,1
243090,0.0000,1
243091,0.0000,1
243092,0.0000,1
243093,0.0000,1
243094,5.0000,1
243095,0.0000,1
243097,0.0000,1
243098,8.0000,1
243099,0.0000,1
